t[s]	U[V]	I[A]	Piro[°C]	TC-K[°C]
 13,200	  4,323	  7,134	1039,902	882,936
 13,210	  4,320	  7,133	1040,011	882,913
 13,220	  4,314	  7,135	1039,990	882,919
 13,230	  4,317	  7,137	1039,921	882,937
 13,240	  4,315	  7,136	1039,774	882,937
 13,250	  4,322	  7,135	1039,572	882,937
 13,260	  4,329	  7,138	1039,566	882,937
 13,270	  4,324	  7,138	1039,562	882,937
 13,280	  4,318	  7,142	1039,449	882,937
 13,290	  4,329	  7,142	1039,421	882,937
 13,300	  4,329	  7,144	1039,470	882,937
 13,310	  4,323	  7,143	1039,436	882,937
 13,320	  4,317	  7,140	1039,277	882,937
 13,330	  4,316	  7,138	1039,281	882,937
 13,340	  4,316	  7,136	1039,289	882,937
 13,350	  4,322	  7,130	1039,263	882,937
 13,360	  4,321	  7,129	1039,242	882,937
 13,370	  4,320	  7,126	1039,293	882,937
 13,380	  4,325	  7,124	1039,310	882,937
 13,390	  4,319	  7,114	1039,334	882,914
 13,400	  4,321	  7,117	1039,317	882,916
 13,410	  4,323	  7,123	1039,195	882,937
 13,420	  4,321	  7,123	1039,163	882,937
 13,430	  4,323	  7,122	1039,094	882,937
 13,440	  4,324	  7,126	1038,991	882,937
 13,450	  4,318	  7,128	1038,892	882,937
 13,460	  4,319	  7,127	1038,843	882,920
 13,470	  4,320	  7,127	1038,822	882,913
 13,480	  4,323	  7,128	1039,063	882,935
 13,490	  4,324	  7,129	1039,072	882,937
 13,500	  4,320	  7,131	1038,831	882,937
 13,510	  4,325	  7,126	1038,818	882,937
 13,520	  4,325	  7,120	1038,785	882,937
 13,530	  4,329	  7,115	1038,818	882,937
 13,540	  4,319	  7,112	1038,856	882,937
 13,550	  4,317	  7,113	1038,468	882,937
 13,560	  4,319	  7,113	1038,259	882,937
 13,570	  4,323	  7,104	1038,325	882,937
 13,580	  4,325	  7,103	1038,346	882,937
 13,590	  4,319	  7,101	1038,623	882,937
 13,600	  4,319	  7,103	1038,539	882,932
 13,610	  4,324	  7,106	1038,240	882,913
 13,620	  4,322	  7,107	1038,357	882,923
 13,630	  4,326	  7,108	1038,525	882,937
 13,640	  4,324	  7,107	1038,348	882,937
 13,650	  4,321	  7,106	1038,230	882,937
 13,660	  4,325	  7,115	1038,504	882,937
 13,670	  4,322	  7,116	1038,577	882,937
 13,680	  4,319	  7,117	1038,607	882,937
 13,690	  4,325	  7,113	1038,563	882,933
 13,700	  4,320	  7,107	1038,346	882,913
 13,710	  4,322	  7,101	1038,401	882,922
 13,720	  4,320	  7,096	1038,500	882,937
 13,730	  4,323	  7,100	1038,432	882,924
 13,740	  4,322	  7,101	1038,376	882,913
 13,750	  4,323	  7,093	1038,535	882,931
 13,760	  4,323	  7,091	1038,591	882,937
 13,770	  4,324	  7,084	1038,508	882,937
 13,780	  4,320	  7,085	1038,487	882,937
 13,790	  4,321	  7,086	1038,380	882,937
 13,800	  4,318	  7,090	1038,405	882,937
 13,810	  4,320	  7,095	1038,461	882,937
 13,820	  4,323	  7,093	1038,442	882,937
 13,830	  4,315	  7,092	1038,423	882,937
 13,840	  4,320	  7,089	1038,439	882,937
 13,850	  4,323	  7,089	1038,446	882,937
 13,860	  4,323	  7,095	1038,489	882,937
 13,870	  4,324	  7,095	1038,489	882,936
 13,880	  4,322	  7,094	1038,409	882,913
 13,890	  4,321	  7,093	1038,398	882,919
 13,900	  4,321	  7,092	1038,365	882,937
 13,910	  4,319	  7,088	1038,355	882,937
 13,920	  4,316	  7,085	1038,342	882,937
 13,930	  4,315	  7,079	1038,244	882,922
 13,940	  4,319	  7,078	1038,190	882,913
 13,950	  4,322	  7,070	1038,430	882,913
 13,960	  4,325	  7,069	1038,473	882,913
 13,970	  4,322	  7,066	1038,148	882,913
 13,980	  4,322	  7,067	1038,182	882,918
 13,990	  4,324	  7,068	1038,308	882,937
 14,000	  4,322	  7,071	1038,099	882,928
 14,010	  4,320	  7,073	1037,786	882,913
 14,020	  4,321	  7,075	1037,918	882,927
 14,030	  4,318	  7,075	1038,010	882,937
 14,040	  4,324	  7,076	1037,747	882,937
 14,050	  4,320	  7,077	1037,672	882,937
 14,060	  4,321	  7,083	1037,518	882,937
 14,070	  4,320	  7,083	1037,495	882,933
 14,080	  4,319	  7,081	1037,400	882,913
 14,090	  4,323	  7,077	1037,295	882,921
 14,100	  4,319	  7,073	1037,099	882,937
 14,110	  4,325	  7,071	1037,136	882,937
 14,120	  4,321	  7,070	1037,167	882,937
 14,130	  4,324	  7,063	1036,928	882,920
 14,140	  4,314	  7,062	1036,840	882,913
 14,150	  4,317	  7,059	1036,845	882,935
 14,160	  4,320	  7,059	1036,786	882,937
 14,170	  4,324	  7,057	1036,302	882,937
 14,180	  4,325	  7,059	1036,468	882,930
 14,190	  4,322	  7,061	1036,855	882,913
 14,200	  4,322	  7,060	1036,727	882,913
 14,210	  4,325	  7,060	1036,592	882,913
 14,220	  4,322	  7,060	1036,582	882,913
 14,230	  4,318	  7,061	1036,577	882,913
 14,240	  4,317	  7,066	1036,329	882,934
 14,250	  4,320	  7,067	1036,292	882,937
 14,260	  4,318	  7,072	1036,293	882,937
 14,270	  4,321	  7,068	1036,290	882,937
 14,280	  4,319	  7,064	1036,279	882,937
 14,290	  4,322	  7,061	1036,286	882,937
 14,300	  4,319	  7,059	1036,296	882,937
 14,310	  4,322	  7,056	1036,434	882,937
 14,320	  4,324	  7,055	1036,515	882,937
 14,330	  4,321	  7,043	1036,375	882,937
 14,340	  4,316	  7,042	1036,342	882,937
 14,350	  4,316	  7,035	1036,099	882,937
 14,360	  4,319	  7,038	1036,134	882,937
 14,370	  4,326	  7,044	1036,272	882,937
 14,380	  4,318	  7,044	1036,140	882,937
 14,390	  4,316	  7,045	1035,934	882,937
 14,400	  4,326	  7,048	1035,956	882,937
 14,410	  4,324	  7,049	1035,973	882,937
 14,420	  4,324	  7,047	1036,000	882,937
 14,430	  4,326	  7,048	1036,009	882,937
 14,440	  4,318	  7,056	1036,029	882,937
 14,450	  4,320	  7,054	1035,980	882,937
 14,460	  4,321	  7,051	1035,703	882,937
 14,470	  4,315	  7,047	1035,721	882,929
 14,480	  4,323	  7,044	1035,757	882,913
 14,490	  4,321	  7,040	1035,635	882,913
 14,500	  4,318	  7,038	1035,528	882,913
 14,510	  4,324	  7,033	1035,457	882,931
 14,520	  4,328	  7,032	1035,430	882,937
 14,530	  4,321	  7,026	1035,577	882,937
 14,540	  4,324	  7,027	1035,567	882,937
 14,550	  4,322	  7,028	1035,353	882,937
 14,560	  4,321	  7,029	1035,435	882,930
 14,570	  4,321	  7,030	1035,635	882,913
 14,580	  4,320	  7,034	1035,545	882,913
 14,590	  4,320	  7,036	1035,447	882,913
 14,600	  4,320	  7,036	1035,471	882,913
 14,610	  4,320	  7,036	1035,483	882,913
 14,620	  4,320	  7,038	1035,176	882,913
 14,630	  4,324	  7,038	1035,129	882,914
 14,640	  4,326	  7,038	1035,168	882,937
 14,650	  4,324	  7,035	1035,165	882,937
 14,660	  4,326	  7,030	1035,154	882,937
 14,670	  4,317	  7,027	1035,123	882,927
 14,680	  4,322	  7,025	1035,082	882,913
 14,690	  4,322	  7,023	1035,117	882,928
 14,700	  4,313	  7,022	1035,138	882,937
 14,710	  4,318	  7,013	1034,937	882,937
 14,720	  4,320	  7,013	1034,890	882,937
 14,730	  4,326	  7,013	1034,846	882,913
 14,740	  4,323	  7,013	1034,846	882,913
 14,750	  4,324	  7,013	1034,846	882,913
 14,760	  4,326	  7,015	1034,861	882,913
 14,770	  4,323	  7,017	1034,886	882,913
 14,780	  4,323	  7,018	1034,548	882,913
 14,790	  4,319	  7,018	1034,294	882,913
 14,800	  4,317	  7,019	1034,740	882,913
 14,810	  4,318	  7,020	1034,881	882,913
 14,820	  4,320	  7,025	1034,659	882,936
 14,830	  4,320	  7,024	1034,613	882,937
 14,840	  4,322	  7,022	1034,403	882,937
 14,850	  4,319	  7,014	1034,541	882,937
 14,860	  4,320	  7,006	1034,822	882,937
 14,870	  4,328	  7,003	1034,544	882,925
 14,880	  4,323	  7,002	1034,287	882,913
 14,890	  4,321	  7,007	1034,289	882,913
 14,900	  4,318	  7,006	1034,289	882,913
 14,910	  4,317	  6,996	1034,317	882,935
 14,920	  4,318	  6,996	1034,338	882,935
 14,930	  4,324	  6,996	1034,521	882,913
 14,940	  4,317	  6,998	1034,482	882,913
 14,950	  4,320	  6,999	1034,381	882,913
 14,960	  4,323	  7,002	1034,343	882,913
 14,970	  4,325	  7,003	1034,301	882,913
 14,980	  4,325	  7,000	1034,389	882,913
 14,990	  4,326	  6,999	1034,434	882,913
 15,000	  4,322	  7,000	1034,340	882,913
 15,010	  4,322	  7,002	1034,329	882,914
 15,020	  4,322	  7,008	1034,453	882,937
 15,030	  4,318	  7,006	1034,426	882,932
 15,040	  4,320	  7,002	1034,335	882,913
 15,050	  4,321	  6,999	1034,268	882,913
 15,060	  4,322	  6,997	1034,176	882,913
 15,070	  4,321	  6,995	1034,181	882,913
 15,080	  4,321	  6,994	1034,183	882,913
 15,090	  4,323	  6,985	1034,128	882,913
 15,100	  4,323	  6,985	1034,114	882,913
 15,110	  4,330	  6,983	1034,017	882,913
 15,120	  4,322	  6,983	1034,039	882,913
 15,130	  4,321	  6,982	1034,140	882,913
 15,140	  4,319	  6,985	1034,116	882,922
 15,150	  4,317	  6,987	1034,076	882,937
 15,160	  4,312	  6,986	1034,007	882,924
 15,170	  4,322	  6,986	1033,953	882,913
 15,180	  4,321	  6,990	1033,595	882,931
 15,190	  4,325	  6,990	1033,475	882,937
 15,200	  4,321	  6,992	1033,423	882,937
 15,210	  4,321	  6,992	1033,428	882,934
 15,220	  4,325	  6,992	1033,484	882,913
 15,230	  4,327	  6,989	1033,377	882,921
 15,240	  4,326	  6,986	1033,149	882,937
 15,250	  4,318	  6,977	1033,189	882,925
 15,260	  4,319	  6,974	1033,226	882,913
 15,270	  4,318	  6,977	1033,556	882,913
 15,280	  4,317	  6,977	1033,697	882,913
 15,290	  4,318	  6,974	1033,441	882,913
 15,300	  4,318	  6,972	1033,369	882,913
 15,310	  4,320	  6,967	1032,906	882,913
 15,320	  4,330	  6,968	1032,974	882,920
 15,330	  4,326	  6,969	1033,158	882,937
 15,340	  4,323	  6,971	1033,003	882,926
 15,350	  4,321	  6,972	1032,821	882,913
 15,360	  4,321	  6,974	1033,060	882,913
 15,370	  4,323	  6,975	1033,188	882,913
 15,380	  4,319	  6,981	1033,193	882,933
 15,390	  4,320	  6,981	1033,193	882,937
 15,400	  4,319	  6,981	1033,173	882,937
 15,410	  4,320	  6,979	1033,129	882,932
 15,420	  4,323	  6,976	1032,970	882,913
 15,430	  4,325	  6,969	1032,954	882,913
 15,440	  4,323	  6,964	1032,931	882,913
 15,450	  4,319	  6,965	1033,019	882,928
 15,460	  4,320	  6,966	1033,077	882,937
 15,470	  4,323	  6,962	1032,686	882,918
 15,480	  4,324	  6,961	1032,582	882,913
 15,490	  4,316	  6,954	1032,634	882,913
 15,500	  4,316	  6,956	1032,629	882,913
 15,510	  4,319	  6,958	1032,597	882,913
 15,520	  4,322	  6,961	1032,711	882,913
 15,530	  4,319	  6,963	1032,912	882,913
 15,540	  4,320	  6,960	1032,760	882,913
 15,550	  4,326	  6,959	1032,635	882,913
 15,560	  4,331	  6,963	1032,488	882,931
 15,570	  4,324	  6,964	1032,436	882,937
 15,580	  4,320	  6,970	1032,873	882,937
 15,590	  4,320	  6,968	1032,831	882,934
 15,600	  4,316	  6,963	1032,281	882,913
 15,610	  4,316	  6,961	1032,338	882,913
 15,620	  4,319	  6,959	1032,463	882,913
 15,630	  4,321	  6,958	1032,524	882,913
 15,640	  4,320	  6,957	1032,584	882,913
 15,650	  4,327	  6,951	1032,711	882,913
 15,660	  4,324	  6,950	1032,769	882,913
 15,670	  4,322	  6,941	1032,382	882,934
 15,680	  4,323	  6,940	1032,329	882,937
 15,690	  4,323	  6,936	1032,333	882,937
 15,700	  4,321	  6,938	1032,317	882,937
 15,710	  4,318	  6,941	1032,271	882,937
 15,720	  4,319	  6,941	1032,149	882,926
 15,730	  4,318	  6,941	1032,000	882,913
 15,740	  4,317	  6,943	1032,081	882,913
 15,750	  4,326	  6,944	1032,126	882,913
 15,760	  4,320	  6,953	1032,006	882,913
 15,770	  4,323	  6,954	1031,980	882,913
 15,780	  4,323	  6,958	1031,923	882,913
 15,790	  4,327	  6,954	1031,939	882,913
 15,800	  4,326	  6,949	1032,000	882,913
 15,810	  4,321	  6,945	1032,015	882,913
 15,820	  4,320	  6,942	1032,037	882,913
 15,830	  4,319	  6,938	1031,968	882,913
 15,840	  4,320	  6,937	1031,920	882,913
 15,850	  4,319	  6,935	1031,548	882,932
 15,860	  4,320	  6,933	1031,442	882,937
 15,870	  4,320	  6,925	1031,711	882,914
 15,880	  4,324	  6,928	1031,745	882,913
 15,890	  4,324	  6,933	1031,882	882,913
 15,900	  4,322	  6,934	1031,820	882,913
 15,910	  4,319	  6,934	1031,705	882,913
 15,920	  4,324	  6,936	1031,559	882,926
 15,930	  4,321	  6,936	1031,435	882,937
 15,940	  4,323	  6,936	1031,454	882,920
 15,950	  4,321	  6,936	1031,461	882,913
 15,960	  4,316	  6,937	1031,627	882,913
 15,970	  4,316	  6,938	1031,651	882,913
 15,980	  4,320	  6,942	1031,735	882,913
 15,990	  4,320	  6,938	1031,579	882,913
 16,000	  4,320	  6,934	1031,213	882,913
 16,010	  4,324	  6,929	1031,212	882,913
 16,020	  4,322	  6,926	1031,211	882,913
 16,030	  4,324	  6,925	1031,281	882,913
 16,040	  4,321	  6,924	1031,314	882,913
 16,050	  4,320	  6,916	1031,514	882,913
 16,060	  4,322	  6,915	1031,520	882,913
 16,070	  4,317	  6,910	1031,152	882,913
 16,080	  4,321	  6,913	1031,142	882,913
 16,090	  4,319	  6,917	1031,112	882,913
 16,100	  4,319	  6,920	1031,116	882,913
 16,110	  4,321	  6,921	1031,122	882,913
 16,120	  4,322	  6,923	1031,119	882,913
 16,130	  4,320	  6,923	1031,118	882,913
 16,140	  4,324	  6,920	1031,113	882,913
 16,150	  4,319	  6,921	1031,111	882,913
 16,160	  4,320	  6,926	1030,993	882,913
 16,170	  4,319	  6,924	1030,965	882,913
 16,180	  4,318	  6,922	1030,852	882,913
 16,190	  4,323	  6,917	1030,824	882,913
 16,200	  4,321	  6,914	1030,781	882,913
 16,210	  4,323	  6,909	1030,700	882,913
 16,220	  4,319	  6,907	1030,642	882,913
 16,230	  4,327	  6,910	1030,778	882,913
 16,240	  4,327	  6,908	1030,819	882,913
 16,250	  4,322	  6,897	1030,522	882,913
 16,260	  4,324	  6,898	1030,518	882,913
 16,270	  4,317	  6,901	1030,567	882,913
 16,280	  4,315	  6,905	1030,573	882,921
 16,290	  4,318	  6,909	1030,585	882,937
 16,300	  4,326	  6,908	1030,564	882,937
 16,310	  4,324	  6,907	1030,545	882,937
 16,320	  4,320	  6,910	1030,543	882,920
 16,330	  4,326	  6,911	1030,542	882,913
 16,340	  4,326	  6,912	1030,544	882,913
 16,350	  4,325	  6,913	1030,535	882,913
 16,360	  4,317	  6,914	1030,458	882,913
 16,370	  4,316	  6,912	1030,477	882,913
 16,380	  4,324	  6,910	1030,521	882,913
 16,390	  4,319	  6,904	1030,515	882,913
 16,400	  4,317	  6,902	1030,508	882,913
 16,410	  4,317	  6,899	1030,554	882,929
 16,420	  4,315	  6,899	1030,577	882,937
 16,430	  4,324	  6,892	1030,574	882,916
 16,440	  4,323	  6,891	1030,571	882,913
 16,450	  4,322	  6,887	1030,525	882,913
 16,460	  4,318	  6,887	1030,525	882,913
 16,470	  4,323	  6,886	1030,522	882,913
 16,480	  4,319	  6,890	1030,527	882,913
 16,490	  4,321	  6,892	1030,532	882,913
 16,500	  4,320	  6,892	1030,545	882,913
 16,510	  4,319	  6,892	1030,552	882,913
 16,520	  4,319	  6,901	1030,522	882,913
 16,530	  4,315	  6,901	1030,515	882,913
 16,540	  4,318	  6,904	1030,528	882,913
 16,550	  4,324	  6,903	1030,530	882,913
 16,560	  4,319	  6,903	1030,537	882,913
 16,570	  4,322	  6,897	1030,522	882,913
 16,580	  4,324	  6,892	1030,499	882,913
 16,590	  4,331	  6,892	1030,530	882,913
 16,600	  4,323	  6,891	1030,554	882,913
 16,610	  4,317	  6,886	1030,423	882,913
 16,620	  4,322	  6,885	1030,381	882,913
 16,630	  4,323	  6,880	1030,265	882,913
 16,640	  4,321	  6,880	1030,215	882,913
 16,650	  4,311	  6,880	1029,942	882,913
 16,660	  4,322	  6,878	1029,901	882,913
 16,670	  4,324	  6,877	1029,818	882,913
 16,680	  4,324	  6,882	1029,949	882,913
 16,690	  4,322	  6,884	1030,069	882,913
 16,700	  4,321	  6,886	1030,047	882,913
 16,710	  4,325	  6,886	1030,038	882,913
 16,720	  4,324	  6,886	1029,746	882,913
 16,730	  4,321	  6,887	1029,726	882,913
 16,740	  4,322	  6,891	1029,848	882,913
 16,750	  4,318	  6,886	1029,835	882,913
 16,760	  4,318	  6,882	1029,803	882,913
 16,770	  4,321	  6,878	1029,693	882,913
 16,780	  4,319	  6,877	1029,570	882,913
 16,790	  4,323	  6,872	1029,556	882,913
 16,800	  4,324	  6,871	1029,549	882,913
 16,810	  4,326	  6,867	1029,183	882,913
 16,820	  4,323	  6,866	1029,129	882,913
 16,830	  4,318	  6,863	1029,384	882,913
 16,840	  4,314	  6,865	1029,330	882,913
 16,850	  4,317	  6,868	1029,149	882,913
 16,860	  4,324	  6,870	1029,156	882,913
 16,870	  4,319	  6,872	1029,165	882,913
 16,880	  4,324	  6,868	1029,266	882,913
 16,890	  4,317	  6,867	1029,331	882,913
 16,900	  4,322	  6,870	1028,885	882,913
 16,910	  4,320	  6,872	1028,773	882,913
 16,920	  4,318	  6,880	1029,063	882,913
 16,930	  4,327	  6,879	1029,016	882,909
 16,940	  4,322	  6,877	1028,788	882,889
 16,950	  4,319	  6,870	1028,793	882,898
 16,960	  4,319	  6,865	1028,802	882,913
 16,970	  4,314	  6,865	1028,815	882,913
 16,980	  4,319	  6,865	1028,825	882,913
 16,990	  4,324	  6,860	1029,013	882,913
 17,000	  4,321	  6,858	1029,076	882,913
 17,010	  4,325	  6,847	1028,495	882,913
 17,020	  4,326	  6,847	1028,457	882,913
 17,030	  4,322	  6,845	1028,448	882,913
 17,040	  4,323	  6,849	1028,555	882,913
 17,050	  4,323	  6,853	1028,782	882,913
 17,060	  4,322	  6,858	1028,571	882,913
 17,070	  4,320	  6,859	1028,368	882,913
 17,080	  4,313	  6,858	1028,616	882,913
 17,090	  4,317	  6,858	1028,722	882,913
 17,100	  4,321	  6,858	1028,760	882,913
 17,110	  4,324	  6,859	1028,737	882,911
 17,120	  4,326	  6,860	1028,413	882,889
 17,130	  4,324	  6,859	1028,437	882,895
 17,140	  4,325	  6,858	1028,504	882,913
 17,150	  4,320	  6,855	1028,517	882,913
 17,160	  4,318	  6,853	1028,533	882,913
 17,170	  4,318	  6,847	1028,590	882,913
 17,180	  4,322	  6,845	1028,620	882,913
 17,190	  4,318	  6,842	1028,648	882,913
 17,200	  4,319	  6,841	1028,638	882,913
 17,210	  4,319	  6,837	1028,143	882,913
 17,220	  4,318	  6,836	1028,216	882,913
 17,230	  4,319	  6,834	1028,474	882,913
 17,240	  4,322	  6,841	1028,351	882,913
 17,250	  4,325	  6,845	1028,174	882,913
 17,260	  4,326	  6,848	1028,107	882,913
 17,270	  4,325	  6,849	1028,063	882,913
 17,280	  4,320	  6,844	1028,132	882,913
 17,290	  4,324	  6,845	1028,150	882,913
 17,300	  4,324	  6,850	1028,013	882,913
 17,310	  4,316	  6,848	1028,044	882,913
 17,320	  4,321	  6,845	1028,209	882,913
 17,330	  4,316	  6,843	1028,175	882,913
 17,340	  4,318	  6,841	1028,113	882,913
 17,350	  4,322	  6,839	1027,809	882,913
 17,360	  4,323	  6,839	1027,560	882,913
 17,370	  4,326	  6,832	1027,848	882,895
 17,380	  4,321	  6,830	1027,949	882,889
 17,390	  4,323	  6,827	1027,786	882,911
 17,400	  4,320	  6,825	1027,752	882,913
 17,410	  4,322	  6,822	1027,591	882,913
 17,420	  4,320	  6,824	1027,532	882,913
 17,430	  4,313	  6,826	1027,399	882,913
 17,440	  4,319	  6,831	1027,515	882,913
 17,450	  4,319	  6,833	1027,630	882,913
 17,460	  4,324	  6,832	1027,657	882,913
 17,470	  4,320	  6,833	1027,669	882,913
 17,480	  4,320	  6,837	1027,672	882,913
 17,490	  4,326	  6,838	1027,651	882,913
 17,500	  4,323	  6,843	1027,365	882,913
 17,510	  4,321	  6,838	1027,360	882,913
 17,520	  4,319	  6,832	1027,346	882,913
 17,530	  4,315	  6,826	1027,381	882,913
 17,540	  4,321	  6,823	1027,423	882,913
 17,550	  4,318	  6,828	1027,340	882,913
 17,560	  4,320	  6,828	1027,294	882,913
 17,570	  4,321	  6,822	1026,907	882,913
 17,580	  4,322	  6,820	1026,837	882,913
 17,590	  4,322	  6,812	1027,320	882,913
 17,600	  4,324	  6,815	1027,333	882,913
 17,610	  4,320	  6,820	1027,381	882,913
 17,620	  4,326	  6,817	1027,366	882,913
 17,630	  4,320	  6,815	1027,343	882,913
 17,640	  4,320	  6,818	1027,058	882,913
 17,650	  4,319	  6,819	1026,860	882,913
 17,660	  4,316	  6,825	1027,053	882,913
 17,670	  4,320	  6,826	1027,108	882,913
 17,680	  4,321	  6,830	1027,035	882,913
 17,690	  4,325	  6,829	1027,026	882,913
 17,700	  4,328	  6,827	1026,991	882,913
 17,710	  4,323	  6,823	1026,959	882,913
 17,720	  4,317	  6,819	1026,898	882,913
 17,730	  4,323	  6,813	1026,682	882,913
 17,740	  4,324	  6,811	1026,498	882,913
 17,750	  4,318	  6,808	1026,836	882,913
 17,760	  4,315	  6,808	1026,961	882,913
 17,770	  4,315	  6,805	1026,808	882,913
 17,780	  4,323	  6,804	1026,781	882,913
 17,790	  4,326	  6,803	1026,663	882,913
 17,800	  4,324	  6,803	1026,659	882,906
 17,810	  4,326	  6,803	1026,649	882,889
 17,820	  4,328	  6,808	1026,676	882,901
 17,830	  4,326	  6,810	1026,704	882,913
 17,840	  4,322	  6,810	1026,812	882,896
 17,850	  4,320	  6,810	1026,864	882,889
 17,860	  4,320	  6,811	1026,860	882,889
 17,870	  4,322	  6,812	1026,845	882,890
 17,880	  4,319	  6,813	1026,612	882,913
 17,890	  4,317	  6,813	1026,609	882,913
 17,900	  4,318	  6,812	1026,601	882,913
 17,910	  4,319	  6,807	1026,629	882,913
 17,920	  4,324	  6,804	1026,665	882,913
 17,930	  4,324	  6,804	1026,620	882,913
 17,940	  4,324	  6,804	1026,593	882,913
 17,950	  4,323	  6,794	1026,530	882,913
 17,960	  4,322	  6,793	1026,518	882,913
 17,970	  4,322	  6,790	1026,693	882,913
 17,980	  4,314	  6,791	1026,703	882,908
 17,990	  4,320	  6,792	1026,743	882,889
 18,000	  4,322	  6,795	1026,654	882,898
 18,010	  4,324	  6,797	1026,516	882,913
 18,020	  4,319	  6,798	1026,362	882,913
 18,030	  4,318	  6,799	1026,251	882,913
 18,040	  4,324	  6,803	1026,243	882,913
 18,050	  4,325	  6,803	1026,241	882,913
 18,060	  4,322	  6,803	1026,273	882,890
 18,070	  4,320	  6,803	1026,319	882,889
 18,080	  4,317	  6,805	1026,570	882,889
 18,090	  4,319	  6,799	1026,465	882,889
 18,100	  4,319	  6,795	1026,263	882,889
 18,110	  4,318	  6,791	1026,208	882,889
 18,120	  4,320	  6,790	1026,159	882,889
 18,130	  4,320	  6,792	1026,007	882,906
 18,140	  4,319	  6,791	1025,948	882,913
 18,150	  4,322	  6,781	1026,030	882,913
 18,160	  4,322	  6,780	1026,034	882,911
 18,170	  4,324	  6,777	1026,000	882,889
 18,180	  4,324	  6,777	1025,982	882,896
 18,190	  4,321	  6,776	1025,938	882,913
 18,200	  4,318	  6,783	1025,943	882,913
 18,210	  4,318	  6,787	1025,949	882,913
 18,220	  4,318	  6,785	1025,815	882,897
 18,230	  4,316	  6,784	1025,749	882,889
 18,240	  4,320	  6,786	1025,628	882,910
 18,250	  4,324	  6,790	1025,612	882,912
 18,260	  4,323	  6,800	1025,676	882,889
 18,270	  4,320	  6,795	1025,691	882,894
 18,280	  4,323	  6,788	1025,738	882,913
 18,290	  4,324	  6,783	1025,572	882,913
 18,300	  4,321	  6,780	1025,352	882,913
 18,310	  4,318	  6,781	1025,565	882,913
 18,320	  4,317	  6,781	1025,696	882,913
 18,330	  4,319	  6,776	1025,695	882,913
 18,340	  4,314	  6,774	1025,695	882,913
 18,350	  4,316	  6,764	1025,049	882,889
 18,360	  4,325	  6,766	1025,188	882,893
 18,370	  4,325	  6,771	1025,780	882,913
 18,380	  4,323	  6,771	1025,657	882,913
 18,390	  4,324	  6,770	1025,455	882,913
 18,400	  4,324	  6,774	1025,181	882,913
 18,410	  4,324	  6,775	1024,975	882,913
 18,420	  4,322	  6,776	1025,137	882,894
 18,430	  4,323	  6,776	1025,189	882,889
 18,440	  4,317	  6,778	1024,911	882,912
 18,450	  4,320	  6,780	1024,905	882,913
 18,460	  4,318	  6,785	1024,956	882,913
 18,470	  4,321	  6,779	1024,945	882,913
 18,480	  4,323	  6,774	1024,922	882,913
 18,490	  4,319	  6,769	1025,142	882,913
 18,500	  4,325	  6,767	1025,345	882,913
 18,510	  4,324	  6,765	1025,268	882,913
 18,520	  4,325	  6,764	1025,236	882,913
 18,530	  4,323	  6,759	1025,106	882,913
 18,540	  4,318	  6,758	1025,092	882,913
 18,550	  4,316	  6,754	1025,096	882,913
 18,560	  4,314	  6,756	1025,022	882,906
 18,570	  4,322	  6,758	1024,832	882,889
 18,580	  4,318	  6,762	1024,821	882,900
 18,590	  4,316	  6,765	1024,807	882,913
 18,600	  4,323	  6,766	1024,797	882,897
 18,610	  4,326	  6,766	1024,792	882,889
 18,620	  4,323	  6,767	1024,770	882,909
 18,630	  4,322	  6,768	1024,768	882,913
 18,640	  4,323	  6,770	1024,828	882,913
 18,650	  4,319	  6,767	1024,771	882,913
 18,660	  4,321	  6,763	1024,580	882,913
 18,670	  4,317	  6,760	1024,575	882,903
 18,680	  4,318	  6,758	1024,570	882,889
 18,690	  4,321	  6,760	1024,733	882,903
 18,700	  4,322	  6,760	1024,837	882,913
 18,710	  4,319	  6,752	1024,621	882,913
 18,720	  4,321	  6,751	1024,567	882,913
 18,730	  4,322	  6,749	1024,825	882,889
 18,740	  4,324	  6,748	1024,789	882,889
 18,750	  4,324	  6,747	1024,613	882,889
 18,760	  4,327	  6,750	1024,706	882,898
 18,770	  4,319	  6,752	1024,864	882,913
 18,780	  4,320	  6,751	1024,838	882,913
 18,790	  4,318	  6,751	1024,818	882,913
 18,800	  4,321	  6,755	1024,799	882,913
 18,810	  4,320	  6,756	1024,792	882,913
 18,820	  4,319	  6,759	1024,507	882,890
 18,830	  4,318	  6,759	1024,478	882,889
 18,840	  4,327	  6,758	1024,402	882,889
 18,850	  4,328	  6,754	1024,422	882,896
 18,860	  4,328	  6,751	1024,466	882,913
 18,870	  4,318	  6,747	1024,399	882,901
 18,880	  4,321	  6,745	1024,334	882,889
 18,890	  4,322	  6,745	1024,147	882,906
 18,900	  4,319	  6,744	1024,067	882,913
 18,910	  4,322	  6,736	1024,202	882,891
 18,920	  4,321	  6,734	1024,211	882,891
 18,930	  4,319	  6,730	1024,119	882,913
 18,940	  4,324	  6,732	1024,156	882,913
 18,950	  4,323	  6,735	1024,254	882,913
 18,960	  4,324	  6,741	1024,176	882,902
 18,970	  4,320	  6,745	1024,084	882,889
 18,980	  4,318	  6,746	1024,093	882,904
 18,990	  4,316	  6,746	1024,098	882,913
 19,000	  4,319	  6,746	1024,069	882,892
 19,010	  4,316	  6,747	1024,059	882,889
